Plant name,Leaf shape,Margin,Surface texture,Leaf arrangement,Apex,Base,Leaf type,Venation,Petiole,Cross-section,Internal tissue,Orientation,Aroma,Color,Thickness,Size category
Curry,Ovate,Entire,Smooth,Alternate,Acute,Cuneate,Compound,Reticulate,Medium,Flat,Mesophyll,Upright,Spicy,Green,Thin,Small
Curry,Elliptical,Wavy,Glossy,Whorled,Pointed,Round,Compound,Reticulate,Short,Flat,Juicy,Upright,Spicy,Bright green,Thin,Small
Curry,Lanceolate,Lobed,Waxy,Spiral,Pointed,Tapered,Compound,Reticulate,Long,Triangular,Parenchyma,Upright,Spicy,Bright green,Thin,Medium
Curry,Oblong,Entire,Smooth,Spiral,Acute,Tapered,Compound,Reticulate,Long,Convex,Parenchyma,Erect,Spicy,Dark green,Thin,Small
Curry,Elliptical,Serrated,Shiny,Alternate,Acute,Round,Compound,Reticulate,Long,Flat,Mesophyll,Erect,Strong,Green,Thin,Small
Devil's backbone,Ovate,Curved,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Absent,Flat,Parenchyma,Vertical,Mild,Green,Thick,Small
Devil's backbone,Ovate,Entire,Glossy,Opposite,Obtuse,Cordate,Simple,Reticulate,Absent,Flat,Mesophyll,Ascending,Bitter,Bluish green,Thick,Small
Devil's backbone,Ovate,Scalloped,Glossy,Basal,Acute,Cordate,Simple,Reticulate,Absent,Flat,Mesophyll,Erect,Aromatic,Light green,Thick,Small
Devil's backbone,Elliptic,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Short,Convex,Juicy,Upright,Bitter,Light green,Thick,Small
Devil's backbone,Lanceolate,Curved,Waxy,Spiral,Pointed,Tapered,Simple,Reticulate,,Triangular,Juicy,Vertical,Sharp,Light green,Thick,Small
Devil's backbone,Ovate,Entire,Glossy,Basal,Acuminate,Tapered,Simple,Pinnate,Absent,Convex,Mucilaginous,Upright,Bitter,Green,Thick,Small
Devil's backbone,Elliptic,Scalloped,Glossy,Opposite,Acute,Cordate,Simple,Reticulate,Absent,Triangular,Mesophyll,Ascending,Sharp,Green,Thick,Small
Devil's backbone,Ovate,Scalloped,Smooth,Spiral,Pointed,Cuneate,Simple,Pinnate,Short,Flat,Mesophyll,Ascending,Aromatic,Green,Thick,Small
Devil's backbone,Ovate,Entire,Glossy,Alternate,Acute,Cuneate,Simple,Reticulate,Short,Flat,Parenchyma,Upright,Bitter,Green,Thick,Small
Devil's backbone,Oblong,Scalloped,Smooth,Alternate,Acuminate,Truncate,Simple,Reticulate,Short,Triangular,Parenchyma,Erect,Sharp,Green,Thick,Small
Devil's backbone,Ovate,Entire,Smooth,Alternate,Pointed,Tapered,Simple,Reticulate,,Flat,Parenchyma,Ascending,Aromatic,Green,Thick,Small
Devil's backbone,Ovate,Scalloped,Glossy,Basal,Acute,Tapered,Simple,Pinnate,,Flat,Parenchyma,Upright,Bitter,Green,Thick,Small
Devil's backbone,Lanceolate,Entire,Smooth,Alternate,Acute,Truncate,Simple,Reticulate,,Flat,Mucilaginous,Upright,Bitter,Dark green,Thick,Small
Devil's backbone,Oblong,Entire,Glossy,Opposite,Acuminate,Round,Simple,Reticulate,Absent,Flat,Juicy,Ascending,Mild,Green,Medium,Small
Devil's backbone,Oblong,Notched,Smooth,Alternate,Acuminate,Truncate,Simple,Pinnate,Short,Convex,Mucilaginous,Erect,Aromatic,Dark green,Medium,Small
Devil's backbone,Ovate,Notched,Smooth,Opposite,Acuminate,Round,Simple,Reticulate,Absent,Convex,Mucilaginous,Ascending,Bitter,Light green,Thick,Small
Devil's backbone,Ovate,Curved,Smooth,Alternate,Pointed,Tapered,Simple,Reticulate,,Flat,Mucilaginous,Vertical,Sharp,Light green,Thick,Small
Devil's backbone,Lanceolate,Entire,Glossy,Opposite,Acuminate,Round,Simple,Reticulate,Short,Convex,Mucilaginous,Vertical,Aromatic,Dark green,Thick,Small
Devil's backbone,Elliptic,Scalloped,Smooth,Basal,Acute,Round,Simple,Reticulate,,Flat,Parenchyma,Upright,Mild,Green,Thick,Small
Devil's backbone,Ovate,Entire,Smooth,Spiral,Acuminate,Truncate,Simple,Reticulate,,Flat,Parenchyma,Erect,Bitter,Dark green,Thick,Small
Doddpathre,Elliptic,Notched,Velvety,Basal,Pointed,Cordate,Simple,Reticulate,Short,Flat,Spongy,Ascending,Strong,Light green,Thick,Small
Doddpathre,Ovate,Scalloped,Hairy,Spiral,Acute,Cuneate,Simple,Reticulate,Absent,Round,Juicy,Horizontal,Aromatic,Green,Thick,Small
Doddpathre,Round,Scalloped,Hairy,Spiral,Acute,Cordate,Simple,Reticulate,Short,Convex,Spongy,Vertical,Herbal,Green,Thick,Medium
Doddpathre,Ovate,Scalloped,Hairy,Basal,Acute,Heart-shaped,Simple,Reticulate,Short,Flat,Juicy,Erect,Strong,Dark green,Thick,Small
Doddpathre,Elliptic,Curved,Velvety,Spiral,Pointed,Cordate,Simple,Reticulate,Short,Flat,Spongy,Horizontal,Pungent,Bluish green,Thick,Small
Doddpathre,Orbicular,Curved,Fuzzy,Opposite,Obtuse,Truncate,Simple,Pinnate,Short,Flat,Parenchyma,Upright,Pungent,Bluish green,Thick,Small
Doddpathre,Round,Entire,Velvety,Basal,Acute,Cuneate,Simple,Reticulate,Short,Round,Parenchyma,Upright,Aromatic,Dark green,Thick,Medium
Doddpathre,Elliptic,Scalloped,Fuzzy,Spiral,Obtuse,Truncate,Simple,Reticulate,Short,Flat,Spongy,Erect,Aromatic,Light green,Thick,Small
Doddpathre,Ovate,Scalloped,Velvety,Opposite,Pointed,Truncate,Simple,Reticulate,,Flat,Juicy,Vertical,Strong,Bluish green,Thick,Small
Doddpathre,Ovate,Notched,Hairy,Basal,Obtuse,Cuneate,Simple,Reticulate,Short,Flat,Spongy,Upright,Aromatic,Bluish green,Thick,Medium
Doddpathre,Ovate,Curved,Hairy,Opposite,Pointed,Truncate,Simple,Reticulate,Short,Flat,Juicy,Erect,Strong,Green,Thick,Medium
Doddpathre,Elliptic,Curved,Hairy,Opposite,Acute,Cordate,Simple,Reticulate,Short,Convex,Juicy,Horizontal,Strong,Dark green,Thick,Small
Doddpathre,Orbicular,Notched,Fuzzy,Basal,Obtuse,Cuneate,Simple,Reticulate,Short,Round,Spongy,Vertical,Strong,Green,Thick,Medium
Doddpathre,Round,Undulate,Hairy,Basal,Obtuse,Heart-shaped,Simple,Reticulate,,Flat,Spongy,Ascending,Strong,Light green,Thick,Small
Doddpathre,Ovate,Curved,Hairy,Spiral,Pointed,Cordate,Simple,Pinnate,,Flat,Spongy,Horizontal,Strong,Dark green,Thick,Small
Doddpathre,Ovate,Entire,Hairy,Basal,Obtuse,Truncate,Simple,Reticulate,Short,Flat,Spongy,Horizontal,Pungent,Dark green,Thick,Small
Doddpathre,Round,Undulate,Velvety,Basal,Rounded,Heart-shaped,Simple,Reticulate,,Convex,Spongy,Vertical,Herbal,Green,Thick,Medium
Doddpathre,Ovate,Entire,Hairy,Opposite,Acute,Cordate,Simple,Reticulate,Short,Flat,Juicy,Erect,Strong,Dark green,Thick,Small
Doddpathre,Elliptic,Notched,Velvety,Basal,Pointed,Heart-shaped,Simple,Reticulate,Short,Flat,Spongy,Upright,Herbal,Dark green,Thick,Small
Doddpathre,Orbicular,Curved,Fuzzy,Opposite,Acute,Cordate,Simple,Reticulate,,Flat,Juicy,Upright,Pungent,Bluish green,Thick,Small
Drumstick,Lanceolate,Wavy,Glossy,Basal,Acuminate,Cuneate,Compound,Pinnate,Long,Flat,Spongy,Ascending,Mild,Bluish green,Thin,Medium
Drumstick,Ovate,Entire,Smooth,Alternate,Acute,Cuneate,Compound,Reticulate,Long,Flat,Parenchyma,Upright,Herbal,Dark green,Thin,Large
Drumstick,Ovate,Entire,Glossy,Opposite,Acute,Tapered,Compound,Reticulate,Long,Flat,Mesophyll,Upright,Bitter,Bright green,Thin,Large
Drumstick,Oblong,Entire,Silky,Basal,Acuminate,Cuneate,Compound,Pinnate,Long,Convex,Parenchyma,Vertical,Mild,Bluish green,Thin,Medium
Drumstick,Elliptical,Lobed,Smooth,Opposite,Acute,Tapered,Compound,Reticulate,Short,Flat,Mesophyll,Ascending,Aromatic,Bright green,Thin,Medium
Drumstick,Oblong,Entire,Smooth,Opposite,Acute,Cuneate,Compound,Reticulate,Medium,Flat,Parenchyma,Vertical,Bitter,Dark green,Thin,Medium
Drumstick,Ovate,Entire,Silky,Basal,Acute,Cuneate,Compound,Pinnate,Long,Convex,Parenchyma,Upright,Earthy,Light green,Thin,Medium
Drumstick,Ovate,Wavy,Glossy,Basal,Pointed,Truncate,Compound,Reticulate,Short,Flat,Spongy,Erect,Bitter,Bright green,Thin,Large
Drumstick,Ovate,Entire,Glossy,Whorled,Acuminate,Truncate,Compound,Reticulate,Long,Flat,Parenchyma,Upright,Aromatic,Dark green,Thin,Medium
Drumstick,Lanceolate,Lobed,Glossy,Alternate,Pointed,Cuneate,Compound,Reticulate,Long,Flat,Spongy,Vertical,Earthy,Dark green,Thin,Large
Drumstick,Ovate,Entire,Smooth,Basal,Acute,Tapered,Compound,Reticulate,Long,Flat,Parenchyma,Upright,Herbal,Green,Thin,Large
Drumstick,Oblong,Lobed,Glossy,Opposite,Pointed,Tapered,Compound,Reticulate,Medium,Flat,Spongy,Vertical,Mild,Bluish green,Thin,Large
Drumstick,Ovate,Lobed,Smooth,Whorled,Acuminate,Cuneate,Compound,Pinnate,Long,Triangular,Mesophyll,Vertical,Bitter,Bluish green,Thin,Large
Drumstick,Lanceolate,Wavy,Smooth,Whorled,Pointed,Truncate,Compound,Reticulate,Short,Flat,Mesophyll,Ascending,Aromatic,Bright green,Thin,Large
Drumstick,Elliptical,Lobed,Glossy,Alternate,Acute,Cuneate,Compound,Reticulate,Long,Flat,Spongy,Upright,Aromatic,Green,Thin,Large
Drumstick,Elliptical,Lobed,Smooth,Alternate,Pointed,Cuneate,Compound,Reticulate,Medium,Flat,Spongy,Vertical,Mild,Bright green,Thin,Large
Drumstick,Ovate,Entire,Silky,Basal,Acute,Tapered,Compound,Reticulate,Short,Convex,Parenchyma,Erect,Earthy,Light green,Thin,Large
Drumstick,Elliptical,Wavy,Smooth,Basal,Acute,Tapered,Compound,Pinnate,Medium,Flat,Parenchyma,Erect,Mild,Bright green,Thin,Large
Drumstick,Elliptical,Wavy,Smooth,Spiral,Pointed,Truncate,Compound,Reticulate,Medium,Triangular,Parenchyma,Upright,Herbal,Dark green,Thin,Medium
Drumstick,Elliptical,Undulate,Glossy,Spiral,Acuminate,Tapered,Compound,Pinnate,Medium,Triangular,Spongy,Erect,Bitter,Green,Thin,Medium
Eagle wood,Ovate,Wavy,Smooth,Basal,Acute,Cordate,Simple,Reticulate,,Flat,Mesophyll,Horizontal,Woody,Dark green,Medium,Medium
Eagle wood,Elliptical,Notched,Waxy,Spiral,Pointed,Tapered,Simple,Pinnate,Short,Flat,Mesophyll,Ascending,Earthy,Bright green,Medium,Medium
Eagle wood,Ovate,Wavy,Smooth,Whorled,Acuminate,Truncate,Simple,Reticulate,Medium,Convex,Spongy,Vertical,Strong,Green,Medium,Large
Eagle wood,Elliptical,Curved,Glossy,Basal,Obtuse,Cuneate,Simple,Pinnate,Medium,Flat,Parenchyma,Horizontal,Mild,Dark green,Medium,Medium
Eagle wood,Ovate,Curved,Glossy,Whorled,Acuminate,Cuneate,Simple,Reticulate,,Flat,Spongy,Ascending,Woody,Dark green,Medium,Medium
Eagle wood,Oblong,Notched,Glossy,Spiral,Acuminate,Cuneate,Simple,Reticulate,Short,Flat,Spongy,Erect,Strong,Light green,Medium,Medium
Eagle wood,Lanceolate,Curved,Glossy,Whorled,Acuminate,Cuneate,Simple,Reticulate,Short,Convex,Mesophyll,Vertical,Earthy,Dark green,Medium,Large
Eagle wood,Ovate,Curved,Glossy,Spiral,Acuminate,Cuneate,Simple,Reticulate,Long,Convex,Spongy,Ascending,Woody,Light green,Medium,Large
Eagle wood,Lance-shaped,Entire,Smooth,Spiral,Obtuse,Tapered,Simple,Reticulate,Long,Flat,Juicy,Vertical,Mild,Green,Medium,Large
Eagle wood,Ovate,Curved,Silky,Spiral,Acute,Tapered,Simple,Reticulate,Medium,Convex,Mesophyll,Vertical,Woody,Light green,Medium,Large
Eagle wood,Ovate,Notched,Waxy,Alternate,Pointed,Tapered,Simple,Pinnate,Short,Flat,Parenchyma,Horizontal,Woody,Green,Medium,Medium
Eagle wood,Lance-shaped,Entire,Glossy,Whorled,Acuminate,Tapered,Simple,Reticulate,Short,Flat,Spongy,Horizontal,Strong,Green,Medium,Medium
Eagle wood,Ovate,Entire,Glossy,Alternate,Obtuse,Cordate,Simple,Reticulate,Short,Flat,Parenchyma,Ascending,Strong,Bluish green,Medium,Medium
Eagle wood,Oblong,Curved,Glossy,Basal,Acute,Cordate,Simple,Reticulate,Long,Flat,Parenchyma,Erect,Woody,Light green,Medium,Medium
Eagle wood,Lance-shaped,Entire,Silky,Alternate,Obtuse,Cuneate,Simple,Reticulate,,Flat,Juicy,Horizontal,Mild,Bluish green,Medium,Large
Eagle wood,Elliptical,Entire,Glossy,Whorled,Acute,Cuneate,Simple,Reticulate,Long,Flat,Mesophyll,Upright,Woody,Bluish green,Medium,Medium
Eagle wood,Lanceolate,Entire,Glossy,Alternate,Acute,Cuneate,Simple,Reticulate,Short,Flat,Parenchyma,Upright,Woody,Dark green,Medium,Medium
Eagle wood,Ovate,Wavy,Smooth,Alternate,Acuminate,Cuneate,Simple,Reticulate,Short,Flat,Juicy,Erect,Mild,Bright green,Medium,Medium
Eagle wood,Ovate,Notched,Glossy,Spiral,Acuminate,Cuneate,Simple,Reticulate,,Flat,Juicy,Erect,Woody,Dark green,Medium,Medium
Eagle wood,Ovate,Notched,Smooth,Whorled,Acute,Tapered,Simple,Reticulate,Medium,Flat,Parenchyma,Erect,Strong,Bluish green,Medium,Medium
East Indian arrowroot,Lanceolate,Undulate,Smooth,Spiral,Acuminate,Tapered,Simple,Parallel,,Flat,Storage,Erect,Mild,Green,Thick,Large
East Indian arrowroot,Ovate,Entire,Waxy,Spiral,Acuminate,Cordate,Simple,Parallel,Long,Flat,Storage,Erect,Mild,Dark green,Thick,Large
East Indian arrowroot,Elliptic,Wavy,Smooth,Alternate,Acute,Truncate,Simple,Parallel,Medium,Triangular,Storage,Ascending,Mild,Green,Thick,Large
East Indian arrowroot,Ovate,Curled,Slick,Spiral,Acute,Heart-shaped,Simple,Parallel,Short,Flat,Starchy,Upright,Neutral,Bluish green,Thick,Large
East Indian arrowroot,Oblong,Entire,Waxy,Basal,Acute,Cuneate,Simple,Parallel,Short,Triangular,Parenchyma,Vertical,Mild,Bright green,Thick,Large
East Indian arrowroot,Elliptic,Wavy,Waxy,Basal,Pointed,Truncate,Simple,Parallel,Short,Flat,Storage,Upright,Neutral,Dark green,Thick,Large
East Indian arrowroot,Ovate,Wavy,Smooth,Alternate,Acute,Cuneate,Simple,Parallel,Long,Round,Juicy,Ascending,Earthy,Bright green,Thick,Large
East Indian arrowroot,Elliptic,Undulate,Smooth,Basal,Pointed,Heart-shaped,Simple,Parallel,Short,Triangular,Starchy,Upright,Earthy,Bright green,Thick,Large
East Indian arrowroot,Ovate,Entire,Smooth,Spiral,Acuminate,Cordate,Simple,Parallel,Short,Flat,Parenchyma,Erect,Mild,Green,Thick,Large
East Indian arrowroot,Ovate,Wavy,Glossy,Whorled,Acute,Truncate,Simple,Parallel,Short,Triangular,Starchy,Vertical,Mild,Green,Thick,Large
East Indian arrowroot,Oblong,Entire,Glossy,Whorled,Obtuse,Cordate,Simple,Parallel,Medium,Flat,Juicy,Ascending,Earthy,Green,Thick,Large
East Indian arrowroot,Oblong,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Parallel,Long,Flat,Starchy,Ascending,Earthy,Dark green,Thick,Large
East Indian arrowroot,Ovate,Undulate,Slick,Alternate,Acute,Truncate,Simple,Parallel,Medium,Flat,Juicy,Vertical,Neutral,Bright green,Thick,Large
East Indian arrowroot,Oblong,Entire,Smooth,Alternate,Obtuse,Cordate,Simple,Parallel,Short,Flat,Starchy,Upright,Mild,Bluish green,Thick,Large
East Indian arrowroot,Ovate,Curled,Glossy,Alternate,Acute,Cordate,Simple,Parallel,Long,Triangular,Starchy,Upright,Mild,Bright green,Thick,Large
East Indian arrowroot,Ovate,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Parallel,Long,Round,Starchy,Erect,Mild,Bright green,Thick,Large
East Indian arrowroot,Oblong,Undulate,Smooth,Alternate,Pointed,Truncate,Simple,Parallel,Medium,Flat,Starchy,Upright,Mild,Light green,Thick,Large
East Indian arrowroot,Ovate,Entire,Slick,Alternate,Pointed,Cordate,Simple,Parallel,Long,Round,Storage,Upright,Neutral,Green,Thick,Large
East Indian arrowroot,Ovate,Wavy,Smooth,Alternate,Acute,Truncate,Simple,Parallel,,Flat,Starchy,Vertical,Neutral,Light green,Thick,Large
East Indian arrowroot,Lanceolate,Undulate,Smooth,Alternate,Acuminate,Tapered,Simple,Parallel,,Triangular,Parenchyma,Vertical,Mild,Light green,Thick,Large
East Indian glory bower,Elliptical,Curled,Hairy,Opposite,Pointed,Tapered,Simple,Pinnate,Short,Round,Juicy,Ascending,Earthy,Light green,Medium,Medium
East Indian glory bower,Lanceolate,Curled,Smooth,Alternate,Pointed,Tapered,Simple,Reticulate,Medium,Convex,Spongy,Erect,Earthy,Green,Medium,Medium
East Indian glory bower,Ovate,Undulate,Fuzzy,Basal,Acuminate,Cuneate,Simple,Reticulate,,Convex,Spongy,Erect,Mild,Dark green,Thin,Large
East Indian glory bower,Ovate,Notched,Fuzzy,Alternate,Pointed,Tapered,Simple,Pinnate,,Convex,Juicy,Upright,Earthy,Dark green,Thin,Medium
East Indian glory bower,Ovate,Scalloped,Hairy,Whorled,Acute,Truncate,Simple,Reticulate,,Convex,Mesophyll,Erect,Aromatic,Green,Medium,Medium
East Indian glory bower,Lanceolate,Notched,Hairy,Alternate,Acute,Cordate,Simple,Reticulate,,Flat,Parenchyma,Vertical,Aromatic,Green,Medium,Large
East Indian glory bower,Lanceolate,Notched,Smooth,Opposite,Acute,Cuneate,Simple,Pinnate,Medium,Flat,Spongy,Upright,Aromatic,Green,Medium,Large
East Indian glory bower,Ovate,Undulate,Fuzzy,Opposite,Obtuse,Cordate,Simple,Pinnate,,Flat,Parenchyma,Vertical,Aromatic,Green,Thin,Medium
East Indian glory bower,Heart-shaped,Notched,Hairy,Whorled,Obtuse,Cordate,Simple,Reticulate,,Flat,Parenchyma,Ascending,Earthy,Green,Medium,Medium
East Indian glory bower,Ovate,Scalloped,Fuzzy,Alternate,Obtuse,Cuneate,Simple,Pinnate,,Flat,Parenchyma,Upright,Mild,Green,Medium,Large
East Indian glory bower,Ovate,Curled,Hairy,Whorled,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Parenchyma,Vertical,Aromatic,Bluish green,Medium,Medium
East Indian glory bower,Heart-shaped,Scalloped,Hairy,Alternate,Acute,Cordate,Simple,Reticulate,,Flat,Juicy,Ascending,Fragrant,Light green,Thin,Medium
East Indian glory bower,Ovate,Undulate,Fuzzy,Alternate,Pointed,Cordate,Simple,Reticulate,,Flat,Mesophyll,Upright,Earthy,Light green,Medium,Medium
East Indian glory bower,Ovate,Scalloped,Smooth,Whorled,Obtuse,Truncate,Simple,Reticulate,Medium,Flat,Mesophyll,Upright,Fragrant,Bluish green,Medium,Medium
East Indian glory bower,Elliptical,Lobed,Hairy,Opposite,Acuminate,Tapered,Simple,Reticulate,Short,Flat,Juicy,Erect,Mild,Dark green,Thin,Medium
East Indian glory bower,Ovate,Undulate,Fuzzy,Basal,Acute,Cordate,Simple,Reticulate,Short,Round,Juicy,Upright,Earthy,Green,Medium,Medium
East Indian glory bower,Heart-shaped,Lobed,Smooth,Whorled,Acute,Tapered,Simple,Reticulate,,Round,Parenchyma,Erect,Aromatic,Bluish green,Medium,Large
East Indian glory bower,Heart-shaped,Lobed,Hairy,Opposite,Acute,Cordate,Simple,Reticulate,Short,Flat,Parenchyma,Upright,Aromatic,Green,Medium,Medium
East Indian glory bower,Ovate,Lobed,Fuzzy,Opposite,Pointed,Cordate,Simple,Pinnate,Short,Flat,Spongy,Upright,Aromatic,Green,Medium,Medium
East Indian glory bower,Elliptical,Scalloped,Smooth,Basal,Pointed,Cordate,Simple,Pinnate,,Convex,Parenchyma,Vertical,Fragrant,Light green,Medium,Large
Ekka,Lanceolate,Undulate,Slick,Alternate,Acuminate,Tapered,Simple,Reticulate,Short,Flat,Juicy,Vertical,Strong,Light green,Thick,Medium
Ekka,Ovate,Curved,Smooth,Opposite,Acute,Heart-shaped,Simple,Reticulate,Short,Triangular,Parenchyma,Ascending,Bitter,Dark green,Thick,Medium
Ekka,Ovate,Undulate,Smooth,Basal,Obtuse,Truncate,Simple,Pinnate,,Convex,Juicy,Ascending,Milky,Light green,Thick,Medium
Ekka,Ovate,Entire,Slick,Alternate,Acute,Heart-shaped,Simple,Reticulate,Short,Round,Parenchyma,Upright,Medicinal,Light green,Thick,Medium
Ekka,Ovate,Entire,Waxy,Spiral,Pointed,Cordate,Simple,Reticulate,Short,Round,Juicy,Vertical,Milky,Green,Thick,Medium
Ekka,Ovate,Curved,Smooth,Basal,Pointed,Cuneate,Simple,Pinnate,,Convex,Spongy,Ascending,Bitter,Bright green,Thick,Medium
Ekka,Oblong,Entire,Glossy,Alternate,Acuminate,Tapered,Simple,Pinnate,Short,Flat,Spongy,Vertical,Bitter,Green,Thick,Medium
Ekka,Lanceolate,Wavy,Slick,Basal,Acuminate,Heart-shaped,Simple,Reticulate,Short,Convex,Juicy,Vertical,Milky,Bluish green,Thick,Medium
Ekka,Lanceolate,Undulate,Glossy,Opposite,Acute,Truncate,Simple,Reticulate,Short,Flat,Parenchyma,Upright,Bitter,Light green,Thick,Medium
Ekka,Oblong,Entire,Waxy,Opposite,Acute,Truncate,Simple,Reticulate,Short,Flat,Juicy,Upright,Milky,Green,Thick,Medium
Ekka,Oblong,Curved,Glossy,Whorled,Obtuse,Cuneate,Simple,Reticulate,Short,Convex,Juicy,Erect,Medicinal,Bluish green,Thick,Medium
Ekka,Ovate,Entire,Glossy,Spiral,Acute,Cordate,Simple,Reticulate,Short,Triangular,Juicy,Upright,Aromatic,Bluish green,Thick,Medium
Ekka,Oblong,Wavy,Smooth,Spiral,Acute,Heart-shaped,Simple,Pinnate,Short,Flat,Juicy,Ascending,Medicinal,Dark green,Thick,Medium
Ekka,Elliptic,Entire,Waxy,Spiral,Acute,Tapered,Simple,Reticulate,Short,Flat,Parenchyma,Upright,Aromatic,Bright green,Thick,Medium
Ekka,Elliptic,Wavy,Glossy,Whorled,Obtuse,Heart-shaped,Simple,Reticulate,Short,Round,Parenchyma,Erect,Medicinal,Dark green,Thick,Medium
Ekka,Lanceolate,Undulate,Glossy,Opposite,Acuminate,Tapered,Simple,Reticulate,,Flat,Spongy,Upright,Bitter,Green,Thick,Medium
Ekka,Lanceolate,Entire,Smooth,Spiral,Acute,Heart-shaped,Simple,Reticulate,Short,Round,Juicy,Vertical,Milky,Green,Thick,Medium
Ekka,Elliptic,Entire,Smooth,Spiral,Acute,Cordate,Simple,Reticulate,Short,Round,Juicy,Upright,Strong,Bright green,Thick,Medium
Ekka,Lanceolate,Curved,Slick,Spiral,Obtuse,Cordate,Simple,Reticulate,Short,Round,Juicy,Erect,Aromatic,Dark green,Thick,Medium
Ekka,Ovate,Entire,Smooth,Whorled,Acute,Truncate,Simple,Reticulate,Short,Triangular,Juicy,Vertical,Bitter,Dark green,Thick,Medium
Eucalyptus,Lance-shaped,Entire,Silky,Alternate,Acute,Cuneate,Simple,Reticulate,,Flat,Oil-rich,Erect,Medicinal,Green,Thin,Large
Eucalyptus,Lance-shaped,Entire,Silky,Spiral,Acute,Cuneate,Simple,Pinnate,,Flat,Oil gland,Erect,Strong,Dark green,Thin,Large
Eucalyptus,Linear,Entire,Waxy,Opposite,Acuminate,Tapered,Simple,Pinnate,,Convex,Oil gland,Erect,Medicinal,Bluish green,Thin,Large
Eucalyptus,Linear,Entire,Glossy,Opposite,Pointed,Tapered,Simple,Reticulate,,Flat,Mesophyll,Upright,Medicinal,Dark green,Thin,Large
Eucalyptus,Sickle-shaped,Lobed,Silky,Whorled,Pointed,Round,Simple,Pinnate,Short,Convex,Oil-rich,Ascending,Strong,Green,Thin,Large
Eucalyptus,Linear,Undulate,Glossy,Whorled,Pointed,Tapered,Simple,Reticulate,Short,Convex,Mesophyll,Erect,Strong,Green,Thin,Large
Eucalyptus,Linear,Undulate,Glossy,Opposite,Obtuse,Cuneate,Simple,Pinnate,Short,Flat,Oil gland,Vertical,Medicinal,Bluish green,Thin,Large
Eucalyptus,Linear,Entire,Silky,Whorled,Acuminate,Round,Simple,Reticulate,,Flat,Juicy,Erect,Medicinal,Green,Thin,Large
Eucalyptus,Lanceolate,Undulate,Smooth,Alternate,Acuminate,Cuneate,Simple,Reticulate,,Flat,Oil-rich,Erect,Aromatic,Green,Thin,Large
Eucalyptus,Lance-shaped,Entire,Glossy,Whorled,Obtuse,Tapered,Simple,Reticulate,,Triangular,Oil-rich,Vertical,Strong,Green,Thin,Large
Eucalyptus,Sickle-shaped,Entire,Glossy,Whorled,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Oil-rich,Vertical,Medicinal,Green,Thin,Large
Eucalyptus,Lanceolate,Entire,Waxy,Alternate,Acute,Cuneate,Simple,Pinnate,Short,Flat,Oil-rich,Erect,Strong,Green,Thin,Large
Eucalyptus,Lance-shaped,Lobed,Silky,Whorled,Pointed,Round,Simple,Pinnate,,Convex,Oil gland,Vertical,Sharp,Bluish green,Thin,Large
Eucalyptus,Narrow,Entire,Silky,Alternate,Obtuse,Tapered,Simple,Reticulate,Short,Flat,Oil gland,Erect,Sharp,Green,Thin,Large
Eucalyptus,Sickle-shaped,Entire,Smooth,Whorled,Acute,Tapered,Simple,Pinnate,Short,Convex,Oil-rich,Upright,Aromatic,Light green,Thin,Large
Eucalyptus,Linear,Entire,Smooth,Spiral,Acute,Round,Simple,Pinnate,,Convex,Oil gland,Ascending,Strong,Green,Thin,Large
Eucalyptus,Sickle-shaped,Undulate,Silky,Alternate,Acuminate,Round,Simple,Pinnate,Short,Convex,Juicy,Ascending,Sharp,Bluish green,Thin,Large
Eucalyptus,Narrow,Undulate,Glossy,Spiral,Acute,Cuneate,Simple,Reticulate,,Flat,Mesophyll,Upright,Aromatic,Green,Thin,Large
Eucalyptus,Narrow,Lobed,Smooth,Spiral,Acute,Cuneate,Simple,Reticulate,Short,Flat,Oil gland,Erect,Aromatic,Light green,Thin,Large
Eucalyptus,Narrow,Lobed,Glossy,Alternate,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Oil-rich,Erect,Strong,Green,Thin,Large
False daisy,Elliptic,Serrate,Smooth,Whorled,Acute,Round,Simple,Pinnate,Short,Flat,Juicy,Upright,Fresh,Light green,Thin,Small
False daisy,Ovate,Toothed,Hairy,Whorled,Obtuse,Tapered,Simple,Pinnate,Present,Round,Pulpy,Horizontal,Earthy,Light green,Thin,Small
False daisy,Ovate,Serrate,Glossy,Opposite,Obtuse,Truncate,Simple,Pinnate,Absent,Linear,Soft,Upright,Mild,Dark green,Thin,Small
False daisy,Elliptic,Entire,Hairy,Opposite,Acute,Cuneate,Simple,Pinnate,Short,Flat,Medullated,Erect,Herbal,Dark green,Thin,Small
False daisy,Obovate,Toothed,Coarse,Opposite,Acute,Tapered,Simple,Pinnate,Medium,Flat,Juicy,Upright,Fresh,Olive green,Thin,Small
False daisy,Lanceolate,Undulate,Smooth,Opposite,Obtuse,Round,Simple,Reticulate,Short,Linear,Soft,Erect,Herbal,Dark green,Thin,Small
